,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
1446,5.0,"loved the food! awesome service. not stuffy at all, very friendly staff. loved the bread. recommend the antipasto appetizer.",['Steak House'],117796281546532500045,2011-12-27 22:58:23,2011-12-27,en,The Palm Restaurant,"['837 2nd Ave', 'New York, NY 10017']",False,"[40.75166, -73.971098]","loved the food! awesome service. not stuffy at all, very friendly staff. loved the bread. recommend the antipasto appetizer.",Steak House,True,2.0,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9609}","['loved', 'awesome', 'friendly', 'loved', 'recommend']",[],1,0
1465,5.0,Excellent fish quality was superb the recipes used were original the service was great and the chef was willing to give advice as to their best rolls.,"['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",103910903908097474527,2013-11-03 00:10:08,2013-11-02,en,Sushi Rock,"['2400 W Holcombe Blvd', 'Houston, TX 77030']",False,"[29.706341, -95.414867]",Excellent fish quality was superb the recipes used were original the service was great and the chef was willing to give advice as to their best rolls.,Sushi Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.9607}","['Excellent', 'superb', 'original', 'great', 'best']",[],1,0
1475,2.0,,"['Latin American Restaurant', 'Pan-Latin Restaurant', 'Cocktail Bar']",117485902397817202476,2013-02-06 22:28:43,2013-02-06,en,Babalu,"['3233 E Tremont Ave', 'New York, NY 10461']",False,"[40.835594, -73.832743]",,Latin American Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1481,5.0,,"['American Restaurant', 'Bar', 'Banquet Hall']",102939283199050203408,2013-11-19 20:21:16,2013-11-19,en,Brick Alley Pub & Restaurant,"['140 Thames St', 'Newport, RI 02840']",False,"[41.489409, -71.315191]",,American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1488,2.0,,"['Mexican Restaurant', 'Latin American Restaurant', 'Fast Food Restaurant']",106065875816352667860,2013-10-07 13:57:30,2013-10-07,en,Chipotle Mexican Grill,"['500 Route 73 S', 'Ste D-18', 'Marlton, NJ 08053']",False,"[39.877464, -74.91928]",,Mexican Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
1490,4.0,,"['American Restaurant', 'Fine Dining Restaurant']",107118108421931475448,2013-11-09 23:04:12,2013-11-09,en,Braddock's Tavern,"['39 S Main St', 'Medford, NJ 08055']",False,"[39.8983, -74.823]",,American Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1493,4.0,,"['European Restaurant', 'Pizza Restaurant']",108039436506510966679,2013-11-19 20:40:53,2013-11-19,en,Papa Joe's Wrap Shack,"['567 Hope St', 'Bristol, RI 02809']",False,"[41.671873, -71.277183]",,European Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1499,4.0,,['Bakery'],112902823030845242500,2014-01-15 13:34:52,2014-01-15,en,Olde World Bakery & Cafe,"['1000 Smithville Rd', 'Mt Holly, NJ 08060']",False,"[40.001118, -74.74628]",,Bakery,True,4.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1506,3.0,Location was my only complaint. Kind of a weird 'main street' / 'downtown' but once you find the pub it's pretty decent. Good service!,"['Pub', 'Sports Bar']",117064458233906488352,2013-11-09 23:07:11,2013-11-09,en,Main Street Pub,"['2011 Main St', 'Voorhees Township, NJ 08043']",False,"[39.865545, -74.9454]",Location was my only complaint. Kind of a weird 'main street' / 'downtown' but once you find the pub it's pretty decent. Good service!,Pub,True,1.0,"{'neg': 0.094, 'neu': 0.637, 'pos': 0.269, 'compound': 0.8172}","['complaint.', 'Kind', 'weird', 'pretty', 'Good']",[],1,0
1526,4.0,"It is a cool, retro modern hotel. Comfortable and a great staff.",['Restaurant'],106689630448064755324,2013-10-04 17:23:33,2013-10-04,en,Gilligan's,"['310 W Broadway', 'New York, NY 10013']",False,"[40.721976, -74.00427]","It is a cool, retro modern hotel. Comfortable and a great staff.",Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.8658}","['cool,', 'Comfortable', 'great']",[],1,0
1537,4.0,"Casa Nostra is the closest thing we can find to authentic Italian!  We moved from the North East and used to enjoy many Italian restaurants there and found few in MN that was to our liking and priced well.    I love their ""Spicy Chicken Penne"", ""Linguine Alfredo (with shrimp), and my husband loves their Veal Parmesan.""  Give it a try!  Enjoy:)","['Italian Restaurant', 'European Restaurant', 'Bar & Grill']",102088852264612885139,2013-01-29 00:22:02,2013-01-28,en,Casa Nostra Ristorante Italiano & Bar,"['20198 Heritage Dr', 'Lakeville, MN 55044']",True,"[44.657426, -93.248954]","Casa Nostra is the closest thing we can find to authentic Italian!  We moved from the North East and used to enjoy many Italian restaurants there and found few in MN that was to our liking and priced well.    I love their ""Spicy Chicken Penne"", ""Linguine Alfredo (with shrimp), and my husband loves their Veal Parmesan.""  Give it a try!  Enjoy:)",Italian Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9622}","['enjoy', 'liking', 'well.', 'love', 'loves', 'Enjoy:)']",['price'],1,0
1550,5.0,Fantastic food and service!,"['Latin American Restaurant', 'Mexican Restaurant']",102452878095089612889,2013-01-14 17:52:45,2013-01-14,en,Gloria's Mexican Restaurant,"['7027 California City Blvd', 'California City, CA 93505']",False,"[35.126212, -118.00204]",Fantastic food and service!,Latin American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5983}",['Fantastic'],[],1,0
1589,3.0,At least go once.,['Pub'],115644985808435711509,2011-07-31 22:41:45,2011-07-31,en,The Regal,"[""38-39 St Andrew's St"", 'Cambridge CB2 3AR', 'United Kingdom']",False,"[52.202959, 0.123825]",At least go once.,Pub,True,1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
1591,5.0,"This is a hidden gem.  The tortillas are homemade and fresh, and OMG!  the FRIJOLES REFRITOS (re-fried beans) are to die for.  The rice was good, considering I don't usually eat rice from too many restaurants, but theirs was good.  I would recommend this too anyone who misses their grandma's tortillas.. mmmmm gooooddddd...","['Mexican Restaurant', 'Latin American Restaurant']",112879722903434046933,2012-07-26 20:04:03,2012-07-26,en,La Presa Mexican Restaurant,"['23343 Aldine Westfield Rd', 'Spring, TX 77373']",False,"[30.051401, -95.388818]","This is a hidden gem.  The tortillas are homemade and fresh, and OMG!  the FRIJOLES REFRITOS (re-fried beans) are to die for.  The rice was good, considering I don't usually eat rice from too many restaurants, but theirs was good.  I would recommend this too anyone who misses their grandma's tortillas.. mmmmm gooooddddd...",Mexican Restaurant,True,1.0,"{'neg': 0.076, 'neu': 0.749, 'pos': 0.175, 'compound': 0.7345}","['fresh,', 'die', 'good,', 'good.', 'recommend', 'misses']",[],1,0
1600,4.0,Service was good. Waiter brought refills without us having to wave him down. Wait time for the food was a little long. Overall would go back again.,"['Bar & Grill', 'American Restaurant']",114202487432375508102,2012-05-15 12:57:36,2012-05-15,en,Chili's Grill & Bar,"['34902 Emerald Coast Pkwy', 'Destin, FL 32541']",False,"[30.387945, -86.42861]",Service was good. Waiter brought refills without us having to wave him down. Wait time for the food was a little long. Overall would go back again.,Bar & Grill,True,1.0,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",['good.'],[],1,0
1602,5.0,,['American Restaurant'],117873841167490565013,2012-09-30 04:44:35,2012-09-29,en,The Cheesecake Factory,"['2133 Green Hills Village Dr', 'Nashville, TN 37215']",False,"[36.107787, -86.814948]",,American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1620,5.0,"This place was amazing , I went here for dinner and it makes all other food look horrendous! I got the sushi deluxe and it was great! for an appetizer I got a miso soup, seaweed, iced tea (best I`ve ever had.), and six pieces of sushi with 12 other pieces of sushi that was made differently though, for dessert I had a strawberry mochi ice cream which was gone in less than five seconds, and the last part was the little mint. I would have to really recommend this restaurant to anybody.                                                   ~~~~~~ 有り難う~~~~~~","['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",112703414824577472032,2013-08-11 01:30:56,2013-08-10,en,Fin's Sushi+Grill,"['240 Cambridge St', 'Boston, MA 02114']",False,"[42.361036, -71.066727]","This place was amazing , I went here for dinner and it makes all other food look horrendous! I got the sushi deluxe and it was great! for an appetizer I got a miso soup, seaweed, iced tea (best I`ve ever had.), and six pieces of sushi with 12 other pieces of sushi that was made differently though, for dessert I had a strawberry mochi ice cream which was gone in less than five seconds, and the last part was the little mint. I would have to really recommend this restaurant to anybody.                                                   ~~~~~~ 有り難う~~~~~~",Sushi Restaurant,True,1.0,"{'neg': 0.035, 'neu': 0.824, 'pos': 0.142, 'compound': 0.9132}","['amazing', 'horrendous!', 'great!', '(best', 'recommend']",[],1,0
1625,1.0,"It was horrible.   My husband and I spent our wedding anniversary at the Northville location. Our server, Jeremy, was inattentive.  There was a hair long, brown hair in my sangria. He nearly forgot to offer to replace it. Instead, he barely offered a half-cocked apology.   We didn't get bread until half-way through our meal.  We had to wave him down in  order to get new plates.  My husband ordered a chocolate silk pie. It was hard, the  crust was dry and crumbled off the ""pie"". It was obviously old.    Jeremy, rather than replacing the desert, laughed off our complaint. Tried to attribute it to ""people taste as are different"".  He basically said ""sorry you don't like it"" but didn't do anything to rectify the situation.   The food was not nearly as seasoned or as fresh as Texas De Brazil.   We spent nearly $150.00 for our meal and were treated like we were at some casual dining spot.   My husband's stomach was torn up an hour after leaving.  We will NEVER go there again. Never.","['Latin American Restaurant', 'Steak House', 'Brazilian Restaurant']",112931824447610399279,2013-08-08 05:03:13,2013-08-07,en,Gaucho Steakhouse,"['39550 Seven Mile Rd W', 'Northville, MI 48167']",False,"[42.426124, -83.434773]","It was horrible.   My husband and I spent our wedding anniversary at the Northville location. Our server, Jeremy, was inattentive.  There was a hair long, brown hair in my sangria. He nearly forgot to offer to replace it. Instead, he barely offered a half-cocked apology.   We didn't get bread until half-way through our meal.  We had to wave him down in  order to get new plates.  My husband ordered a chocolate silk pie. It was hard, the  crust was dry and crumbled off the ""pie"". It was obviously old.    Jeremy, rather than replacing the desert, laughed off our complaint. Tried to attribute it to ""people taste as are different"".  He basically said ""sorry you don't like it"" but didn't do anything to rectify the situation.   The food was not nearly as seasoned or as fresh as Texas De Brazil.   We spent nearly $150.00 for our meal and were treated like we were at some casual dining spot.   My husband's stomach was torn up an hour after leaving.  We will NEVER go there again. Never.",Latin American Restaurant,True,4.0,"{'neg': 0.056, 'neu': 0.882, 'pos': 0.062, 'compound': 0.5015}","['horrible.', 'apology.', 'hard,', 'laughed', 'complaint.', '""sorry', 'like', 'fresh', 'like', 'casual', 'torn']",[],1,0
1637,3.0,"They used frozen meat to cook on the grill, sauces are watered down so food tastes flavorless.  My first and last time here.","['Restaurant', 'Asian Restaurant', 'Mongolian Barbecue Restaurant']",107873062924579488212,2013-06-29 20:55:19,2013-06-29,en,HuHot Mongolian Grill,"['12710 Interstate Highway 10', 'San Antonio, TX 78230']",False,"[29.561447, -98.591619]","They used frozen meat to cook on the grill, sauces are watered down so food tastes flavorless.  My first and last time here.",Restaurant,True,1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
1638,4.0,"A pretty good experience for me & my family from out of town.  Did some site seeing & straight here.  Food was good, music was good & the game was on.  Perfect night night for me...",['Mexican Restaurant'],113525835524408760050,2014-01-03 02:19:03,2014-01-02,en,The Original Mexican Restaurant,"['528 River Walk St', 'San Antonio, TX 78205']",False,"[29.424429, -98.4884]","A pretty good experience for me & my family from out of town.  Did some site seeing & straight here.  Food was good, music was good & the game was on.  Perfect night night for me...",Mexican Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9477}","['pretty', 'good', 'straight', 'good,', 'good', 'Perfect']",[],1,0
1639,4.0,"We ordered a seafood kebob plate, a signature lamb with yogurt sauce and rice, and a soup.  We liked everything. I found the lamb to be a bit too rich, and I probably will order something else when I go there next time. But I am glad I tried it.  Honestly you can't find food like this hardly any where else, so when you go, you should try the signature dishes.  The atmosphere was fun, and on a rainy weekday, they were super busy.  that tells you something!","['Middle Eastern Restaurant', 'Mediterranean Restaurant']",116343726288101618746,2013-11-21 23:01:31,2013-11-21,en,Dishdash,"['190 S Murphy Ave', 'Sunnyvale, CA 94086']",False,"[37.376215, -122.030151]","We ordered a seafood kebob plate, a signature lamb with yogurt sauce and rice, and a soup.  We liked everything. I found the lamb to be a bit too rich, and I probably will order something else when I go there next time. But I am glad I tried it.  Honestly you can't find food like this hardly any where else, so when you go, you should try the signature dishes.  The atmosphere was fun, and on a rainy weekday, they were super busy.  that tells you something!",Middle Eastern Restaurant,True,1.0,"{'neg': 0.039, 'neu': 0.752, 'pos': 0.209, 'compound': 0.9647}","['liked', 'rich,', 'glad', 'Honestly', 'like', 'fun,', 'rainy', 'super']",[],1,0
1656,5.0,We have been going here for years.  Great homemade soups!  Great food and what a bang for the buck.  I don't think I have ever had a bad meal here.  Nothing fancy but the food is consistent.,['Restaurant'],113446183964575632666,2010-02-19 17:02:41,2010-02-19,en,Tiny's Restaurant,"['2 Groton School Rd', 'Ayer, MA 01432']",False,"[42.569208, -71.592946]",We have been going here for years.  Great homemade soups!  Great food and what a bang for the buck.  I don't think I have ever had a bad meal here.  Nothing fancy but the food is consistent.,Restaurant,True,1.0,"{'neg': 0.054, 'neu': 0.816, 'pos': 0.129, 'compound': 0.484}","['Great', 'Great', 'bad']",[],1,0
