,name,address,closed,gPlusPlaceId,gps,Class_,Class_$,Class_$$,Class_$$$,location_cluster,rating,categories,unixReviewTime,reviewTime,top_category,relevant_cat,translated,cat_cluster,sentiment,charged_words,price_words
293,Pizza Hut,"['4110 N Lakewood Blvd', 'Long Beach, CA 90808']",False,105584716238632556406,"[33.833105, -118.142365]",0,0,0,1,0.0,3.0,"['Pizza Restaurant', 'European Restaurant']",2012-08-22 00:10:55,2012-08-21,Pizza Restaurant,True,"Was here for the first time today and I really liked it as soon as I walked in. It's not run-of-the-mill furniture, but rather reminiscent of burger shops in the USA. The only thing is that it is very narrow. Ordering the food was very uncomplicated and I was able to order to my heart's content: BBQ Bacon Cheese Burger, small. Fries and Fritz-Cola for €12.70. Waiting time approx. 10 minutes (lunchtime). Bite into it, no excessive messing around (like in so many other burger shops), fries with potato skins, 2 sauces of your choice (Currymayo and Heinz Ketchup), Cola of course went perfectly with it. In terms of taste, the burger was right up there, great BBQ sauce on it, meat perfectly medium, juicy bacon, fresh salad, etc. Fries well salted, mayo sauce slightly oily. Conclusion: Successful lunch, it's worth coming back.",0.0,"{'neg': 0.016, 'neu': 0.777, 'pos': 0.206, 'compound': 0.9877}","['liked', 'no', '(like', 'perfectly', 'great', 'perfectly', 'fresh', 'well', 'Successful', 'worth']",['worth']
294,STACKED,"['18425 Gridley Rd', 'Cerritos, CA 90703']",False,109376867812661921903,"[33.862883, -118.092693]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Hamburger Restaurant']",2012-08-12 01:30:43,2012-08-11,American Restaurant,True,"Fernando, known as NANDO, is really nice",1.0,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.4754}",['nice'],[]
295,Mimi's Cafe,"['8455 Firestone Blvd', 'Downey, CA 90241']",False,104825885879505050708,"[33.93865, -118.12976]",0,0,1,0,0.0,3.0,"['French Restaurant', 'Cafe', 'Bakery']",2011-12-02 02:33:44,2011-12-01,French Restaurant,True,Pizza never came 3 hours later!! Terrible,0.0,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.5696}",['Terrible'],[]
296,Wagamama,"['1 Ropemaker St', 'London EC2Y 9AW', 'United Kingdom']",False,101428083311586416842,"[51.519693, -0.088755]",0,0,0,1,0.0,4.0,"['Japanese Restaurant', 'Asian Restaurant']",2012-03-09 00:00:00,2012-03-08,Japanese Restaurant,True,Very good rice. Very good service. The daily menu a little expensive but good. The strange but cozy industrial decoration.,2.0,"{'neg': 0.085, 'neu': 0.619, 'pos': 0.296, 'compound': 0.6649}","['good', 'good', 'good.', 'strange']",['expensive']
297,Olde World Bakery & Cafe,"['1000 Smithville Rd', 'Mt Holly, NJ 08060']",False,112902823030845242500,"[40.001118, -74.74628]",0,0,1,0,0.0,4.0,['Bakery'],2014-01-15 13:34:52,2014-01-15,Bakery,True,"This is by far the best place to get sushi and any other genuine Japanese cuisine.  This place is owned by a husband and wife who have been cooking and making sushi for YEARS!  They are so nice.  They will make your food to your specifications. The service is great!  And most of all, the best food around!  My favorite dishes are the spicy tuna roll (he makes his own spicy sauce made from hot peppers and other spices...it is soo hot, but I cannot have sushi without it!) The teriyaki chicken is phenomenal, the beef tetaki is also fantastic...The vegetables are always fresh, the meat is always tender and seasoned to perfection, they always give you the best fruit after your meal...sometimes complimentary.  I honestly cannot say enough about this place.  It may not look very inviting from the outside, but I promise...you will have a great dining experience here.  I have turned so many people into Akashi fans and sushi lovers by taking them here.  I have been coming here for 6 years or more and will continue to be a proud patron.",1.0,"{'neg': 0.012, 'neu': 0.767, 'pos': 0.221, 'compound': 0.9938}","['best', 'nice.', 'great!', 'best', 'favorite', 'fresh,', 'perfection,', 'best', 'complimentary.', 'honestly', 'inviting', 'great', 'lovers', 'proud']",[]
298,Bluehour,"['250 NW 13th Ave', 'Portland, OR 97209']",False,118154383123752939812,"[45.524793, -122.683673]",0,0,1,0,0.0,5.0,"['New American Restaurant', 'Mediterranean Restaurant']",2011-01-08 01:03:38,2011-01-07,New American Restaurant,True,"I've been living in charlotte for 20 years and this place is the best.  Tony's might be distant second.  Lorenzos does several specialty pizzas which are available by the slice.  I would recommend the chicken parm slice or if you want a sub they have a chicken francece sub with fresh mozzerela.  It might not be on the menu so yo'll have to order it.  They offer it as a pasta, which is on the menu",0.0,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.8519}","['best.', 'recommend', 'want', 'fresh']",[]
299,Bluehour,"['250 NW 13th Ave', 'Portland, OR 97209']",False,118154383123752939812,"[45.524793, -122.683673]",0,0,1,0,0.0,3.0,"['New American Restaurant', 'Mediterranean Restaurant']",2013-08-21 19:53:31,2013-08-21,New American Restaurant,True,,,,,[]
300,Popeyes Louisiana Kitchen,"['2100 Martin Luther King Jr Blvd', 'Fayetteville, AR 72701']",False,116795998645421724369,"[36.05581, -94.189846]",0,0,0,1,0.0,3.0,"['Fast Food Restaurant', 'Chicken Restaurant']",2013-11-12 01:37:27,2013-11-11,Fast Food Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
301,Mali Thai Cuisine,"['17310 Southcenter Pkwy', 'Tukwila, WA 98188']",False,117489885915926182176,"[47.448297, -122.261437]",0,0,1,0,0.0,4.0,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2011-09-28 19:03:45,2011-09-28,Thai Restaurant,True,,,,,[]
302,Santeria,"['703 SW Ankeny St', 'Portland, OR 97205']",False,103263142144425466203,"[45.522714, -122.678072]",0,0,0,1,0.0,3.0,"['Restaurant', 'Latin American Restaurant', 'Bar & Grill']",2013-09-08 19:25:01,2013-09-08,Restaurant,True,,,,,[]
303,Country Kitchen Restaurant,"['3150 Ohio 350', 'Lebanon, OH 45036']",False,105572665637482486426,"[39.411382, -84.149205]",0,0,0,1,0.0,5.0,"['American Restaurant', 'Family Restaurant']",2011-03-03 21:51:21,2011-03-03,American Restaurant,True,,,,,[]
304,Tommy's Original World Famous Hamburgers,"['4315 E Anaheim St', 'Long Beach, CA 90804']",False,106350588607069724932,"[33.782856, -118.142317]",0,0,1,0,0.0,4.0,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",2013-02-15 20:49:29,2013-02-15,Hamburger Restaurant,True,excellent service,1.0,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",['excellent'],[]
305,Newbridge,"['Tettenhall Rd', 'Wolverhampton WV6 0JU', 'United Kingdom']",False,114407127883966973499,"[52.596296, -2.158143]",0,0,0,1,0.0,2.0,"['English Restaurant', 'British Restaurant', 'European Restaurant']",2012-10-10 17:54:14,2012-10-10,English Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
306,Gaucho,"['64 Heath St', 'London NW3 1DN', 'United Kingdom']",False,115325425288986927364,"[51.55731, -0.178102]",1,0,0,0,0.0,3.0,"['Argentinian Restaurant', 'South American Restaurant', 'Bar']",2012-03-09 00:00:00,2012-03-08,Argentinian Restaurant,True,,,,,[]
307,BJ's Restaurant & Brewhouse,"['121 Stonewood St', 'Downey, CA 90241']",False,110547089563365760745,"[33.936603, -118.121725]",0,0,1,0,0.0,4.0,['American Restaurant'],2012-05-30 01:43:36,2012-05-29,American Restaurant,True,Got home I am i order was messed up but I will give them another chance,2.0,"{'neg': 0.093, 'neu': 0.769, 'pos': 0.137, 'compound': 0.2023}","['messed', 'chance']",[]
308,Pho Viet Anh,"['372 Roy St', 'Seattle, WA 98109']",False,100294387648413035807,"[47.625566, -122.349127]",0,0,0,1,0.0,4.0,"['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2012-11-10 18:26:01,2012-11-10,Vietnamese Restaurant,True,Great food crowded bar. Consistently crowded at night though... Sometimes not worth the effort; depends on the night.,1.0,"{'neg': 0.077, 'neu': 0.735, 'pos': 0.188, 'compound': 0.5321}","['Great', 'worth']",['worth']
309,Butlers Wharf Chop House,"['36E Shad Thames', 'London SE1 2YE', 'United Kingdom']",False,111062091222706329129,"[51.503093, -0.072427]",0,0,1,0,0.0,5.0,"['Restaurant', 'American Restaurant', 'European Restaurant']",2012-03-09 00:00:00,2012-03-08,Restaurant,True,,,,,[]
310,The Egg & I,"['4533 W Sahara Ave #5', 'Las Vegas, NV 89102']",False,109272689285574338005,"[36.144218, -115.202491]",0,0,1,0,0.0,4.0,"['American Restaurant', 'European Restaurant', 'Italian Restaurant']",2013-01-27 01:09:46,2013-01-26,American Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
311,Santa Ramen,"['1944 S El Camino Real', 'San Mateo, CA 94403']",False,114610039236187365572,"[37.54864, -122.311401]",0,0,0,1,0.0,5.0,"['Japanese Restaurant', 'Asian Restaurant']",2011-04-15 15:29:12,2011-04-15,Japanese Restaurant,True,,,,,[]
312,Baristas Restaurant,"['460 W State St', 'Hurricane, UT 84737']",False,111573782630145991199,"[37.176671, -113.29697]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Hamburger Restaurant', 'Pasta Shop']",2013-11-01 19:49:39,2013-11-01,American Restaurant,True,,,,,[]
313,Prezza,"['24 Fleet St', 'Boston, MA 02113']",False,110510331896211220241,"[42.364577, -71.052747]",0,0,1,0,0.0,5.0,"['Italian Restaurant', 'Bar']",2004-11-05 00:00:00,2004-11-04,Italian Restaurant,True,,,,,[]
314,Bangkok Ocha,"['7629 Pineville-Matthews Rd', 'Charlotte, NC 28226']",False,100221354892890941593,"[35.086436, -80.84886]",0,0,1,0,0.0,5.0,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2009-12-30 01:28:43,2009-12-29,Thai Restaurant,True,"Soft mooli, warm mooli, little ball of meat. Happy mooli, sleepy mooli eat, eat, eat...",1.0,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}","['warm', 'Happy']",[]
315,Applebee's Neighborhood Grill,"['9090 St Charles Rock Rd', 'Overland, MO 63114']",False,111904709732499949141,"[38.712693, -90.354713]",0,0,1,0,0.0,5.0,"['Restaurant', 'American Restaurant', 'Steak House']",2013-08-22 16:19:26,2013-08-22,Restaurant,True,"A pretty good experience for me & my family from out of town.  Did some site seeing & straight here.  Food was good, music was good & the game was on.  Perfect night night for me...",1.0,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9477}","['pretty', 'good', 'straight', 'good,', 'good', 'Perfect']",[]
316,East Ocean City,"['27 Beach St', 'Boston, MA 02111']",False,101793318037970608482,"[42.351384, -71.061761]",0,0,1,0,0.0,3.0,"['Chinese Restaurant', 'Seafood Restaurant']",2004-11-08 00:00:00,2004-11-07,Chinese Restaurant,True,,,,,[]
317,Redbones Barbecue,"['55 Chester St', 'Somerville, MA 02144']",False,112866627579739597794,"[42.395161, -71.122288]",0,0,1,0,0.0,3.0,['Barbecue Restaurant'],2008-10-25 00:00:00,2008-10-24,Barbecue Restaurant,True,,,,,[]
318,Olive Garden,"['2467 Cobb Pkwy SE', 'Smyrna, GA 30080']",False,113918824594695022580,"[33.892057, -84.476451]",0,0,1,0,0.0,4.0,"['Italian Restaurant', 'European Restaurant']",2013-02-10 04:37:50,2013-02-09,Italian Restaurant,True,,,,,[]
319,Demos Restaurant,"['64 Mt Auburn St', 'Watertown, MA 02472']",False,109018761750007254862,"[42.366312, -71.182233]",0,0,1,0,0.0,2.0,"['Greek Restaurant', 'European Restaurant', 'Mediterranean Restaurant']",2004-11-08 00:00:00,2004-11-07,Greek Restaurant,True,,,,,[]
320,Papa John's Pizza,"['114 E Midland Trail', 'Lexington, VA 24450']",False,115019266579856803252,"[37.774708, -79.432382]",0,0,1,0,0.0,2.0,"['Delivery Restaurant', 'Pizza Restaurant']",2013-03-29 02:31:54,2013-03-28,Delivery Restaurant,True,,,,,[]
321,Mcd Jembatan Merah Plaza,"['Jl. Taman Jayengrono No 2-4, Jembatan Merah Plaza Ground Floor', 'East Java 60175', 'Indonesia']",False,116502987963827509770,"[-7.23618, 112.737746]",0,0,0,1,0.0,5.0,['Restaurant'],2013-03-22 03:31:37,2013-03-21,Restaurant,True,,,,,[]
322,Pizza Hut,"['1310 S 14th St', 'Kingsville, TX 78363']",False,101542955817215898570,"[27.504389, -97.855817]",0,0,0,1,0.0,2.0,"['Pizza Restaurant', 'European Restaurant']",2013-04-22 01:00:04,2013-04-21,Pizza Restaurant,True,,,,,[]
323,Figlmüller GmbH,"['Bäckerstraße 6', '1010 Wien', 'Austria']",False,117325119761868276580,"[48.209392, 16.375403]",0,0,0,1,0.0,1.0,"['Restaurant', 'Pub']",2013-07-23 09:07:24,2013-07-23,Restaurant,True,"It is essential to know him. A Montevideo classic with class, style and very good cuisine.",2.0,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4927}",['good'],[]
324,Caffè Florian,"['Piazza San Marco', 'Venezia', 'Italy']",False,103796425501715593716,"[45.433609, 12.338223]",1,0,0,0,0.0,3.0,"['Cafe', 'Bar']",2012-10-10 21:03:20,2012-10-10,Cafe,True,Delicious dim sum and excellent value. Make sure you sign up for a Ping Pong loyalty card.,1.0,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.9393}","['Delicious', 'excellent', 'value.', 'sure', 'loyalty']",[]
325,Splash Cafe,"['197 Pomeroy Ave', 'Pismo Beach, CA 93449']",False,115277932735641318797,"[35.140088, -120.642344]",0,0,1,0,0.0,4.0,"['Restaurant', 'Seafood Restaurant', 'Cafe']",2013-04-06 23:39:22,2013-04-06,Restaurant,True,"I waited for my food (no one in line) 20 min, a to go order, get back to my office and the 2 of the 5 entrees where missing, this totally sucked, i will not go back.",0.0,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6697}","['missing,', 'sucked,']",[]
326,Brunswick House Cafe,"['30 Wandsworth Rd', 'London SW8 2LG', 'United Kingdom']",False,104504890871006769344,"[51.484728, -0.12635]",0,0,1,0,0.0,3.0,"['Restaurant', 'British Restaurant', 'European Restaurant']",2012-05-21 00:00:00,2012-05-20,Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
327,Papa Joe's Wrap Shack,"['567 Hope St', 'Bristol, RI 02809']",False,108039436506510966679,"[41.671873, -71.277183]",0,0,1,0,0.0,4.0,"['European Restaurant', 'Pizza Restaurant']",2013-11-19 20:40:53,2013-11-19,European Restaurant,True,Very good treatment and better food,1.0,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.7264}","['good', 'better']",[]
328,Black Bear Diner,"['174 W Calaveras Blvd', 'Milpitas, CA 95035']",False,102685426987872384597,"[37.428329, -121.90989]",0,0,1,0,0.0,5.0,"['Diner', 'Family Restaurant', 'Breakfast Restaurant']",2013-08-18 01:58:23,2013-08-17,Diner,True,,,,,[]
329,Giraffe,"['11 Frith St', 'London W1D 4RB', 'United Kingdom']",True,102463797217656521370,"[51.513965, -0.131663]",0,0,0,1,0.0,4.0,"['Eclectic Restaurant', 'Bar & Grill']",2012-01-04 12:38:31,2012-01-04,Eclectic Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
330,FLO Japanese Restaurant and Sake Bar.,"['1150 106th Ave NE', 'Bellevue, WA 98004']",False,115738431093051011093,"[47.620788, -122.198945]",0,0,1,0,0.0,5.0,"['Japanese Restaurant', 'Catering', 'Sushi Restaurant']",2013-10-21 15:09:00,2013-10-21,Japanese Restaurant,True,,,,,[]
331,The Original Mexican Restaurant,"['528 River Walk St', 'San Antonio, TX 78205']",False,113525835524408760050,"[29.424429, -98.4884]",0,0,1,0,0.0,4.0,['Mexican Restaurant'],2014-01-03 02:19:03,2014-01-02,Mexican Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
332,Outback Steakhouse,"['1900 4th St N', 'St Petersburg, FL 33704']",False,109806762456965197496,"[27.789756, -82.638695]",0,0,1,0,0.0,3.0,['Steak House'],2013-03-26 17:58:58,2013-03-26,Steak House,True,,,,,[]
333,Sup Dogs,"['213 E 5th St', 'Greenville, NC 27858']",False,116608799636200231878,"[35.610854, -77.371103]",0,0,1,0,0.0,3.0,"['Hot Dog Restaurant', 'Hamburger Restaurant', 'American Restaurant']",2011-06-08 22:03:07,2011-06-08,Hot Dog Restaurant,True,,,,,[]
334,Plateau,"['4th Floor, Canada Place, Canada Square', 'London E14 5ER', 'United Kingdom']",False,107176189678769009292,"[51.504707, -0.016658]",0,0,1,0,0.0,5.0,"['French Restaurant', 'Wine Bar']",2012-08-28 21:28:31,2012-08-28,French Restaurant,True,,,,,[]
335,Shangri-La,"['149 Belmont St', 'Belmont, MA 02478']",False,117215680246633922845,"[42.375603, -71.156275]",0,0,1,0,0.0,4.0,"['Taiwanese Restaurant', 'Asian Restaurant', 'Chinese Restaurant']",2006-02-14 00:00:00,2006-02-13,Taiwanese Restaurant,True,,,,,[]
336,Applebee's Inc,"['12129 Imperial Hwy', 'Norwalk, CA 90650']",False,105908102779572792636,"[33.917296, -118.073733]",0,0,1,0,0.0,3.0,"['American Restaurant', 'Steak House']",2012-07-25 03:08:47,2012-07-24,American Restaurant,True,"The best pizza in the area and beyond, it has no rivals",1.0,"{'neg': 0.134, 'neu': 0.61, 'pos': 0.256, 'compound': 0.4588}","['best', 'no']",[]
337,Wahlburgers,"['19 Shipyard Dr', 'Hingham, MA 02043']",False,109076834159796063012,"[42.250276, -70.922791]",0,0,1,0,0.0,3.0,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",2013-06-30 23:32:08,2013-06-30,Hamburger Restaurant,True,,,,,[]
338,Palace BBQ Buffet,"['1092 E El Camino Real #1', 'Sunnyvale, CA 94087']",False,112744828068612948224,"[37.351589, -122.001608]",0,0,1,0,0.0,4.0,"['Barbecue Restaurant', 'Korean Restaurant', 'Buffet Restaurant']",2011-04-15 15:42:36,2011-04-15,Barbecue Restaurant,True,,,,,[]
339,Psycho Suzi's,"['1900 Marshall St NE', 'Minneapolis, MN 55418']",False,107004573810530841182,"[45.007535, -93.272424]",0,0,1,0,0.0,5.0,['American Restaurant'],2011-07-23 04:45:39,2011-07-22,American Restaurant,True,,,,,[]
340,Henrietta's Table,"['1 Bennett St', 'Cambridge, MA 02138']",False,118007272989427812473,"[42.372258, -71.122667]",0,0,1,0,0.0,5.0,"['New England Restaurant', 'American Restaurant']",2005-11-10 00:00:00,2005-11-09,New England Restaurant,True,,,,,[]
341,KFC Merrill,"['N1667 County Road R', 'Merrill, WI 54452']",False,106825531712084331021,"[45.177853, -89.641776]",0,0,0,1,0.0,4.0,"['Chicken Restaurant', 'Fast Food Restaurant']",2012-01-05 00:52:38,2012-01-04,Chicken Restaurant,True,,,,,[]
342,Shakey's Pizza Parlor,"['665 E Del Amo Blvd', 'Carson, CA 90746']",False,108127012235660397428,"[33.847649, -118.263492]",0,0,1,0,0.0,3.0,"['Restaurant', 'European Restaurant', 'Italian Restaurant']",2012-01-06 20:46:55,2012-01-06,Restaurant,True,Food was Gross,2.0,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",['Gross'],[]
343,Royal Taj India Cuisine,"['1350 Camden Ave', 'Campbell, CA 95008']",False,110390659113017293002,"[37.269506, -121.944988]",0,0,1,0,0.0,4.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2013-09-14 01:17:08,2013-09-13,Indian Restaurant,True,,,,,[]
344,Buen Ayre,"['50 Broadway Market', 'London E8 4QJ', 'United Kingdom']",False,114948793769043881076,"[51.536978, -0.061461]",0,0,0,1,0.0,5.0,"['Argentinian Restaurant', 'South American Restaurant']",2012-03-09 00:00:00,2012-03-08,Argentinian Restaurant,True,,,,,[]
345,John's Restaurant,"['900 N Palm Canyon Dr', 'Palm Springs, CA 92262']",False,105778894943668374046,"[33.83555, -116.546583]",0,0,0,1,0.0,3.0,['American Restaurant'],2013-01-21 19:35:24,2013-01-21,American Restaurant,True,Get really big Schnitzel's for a good price! Eat your food within a nice and original Kölsch atmosphere and drink the same-named local beer! This is an absolutely secret local spot!,1.0,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8349}","['good', 'nice', 'original']",[]
346,Subway Restaurant,"['Okhla Phase II', 'B-11/1, Okhala Estate Marg', 'New Delhi, DL 110020, India']",False,110280396045512553146,"[41791853.0, 123402504.0]",0,0,0,1,104.0,5.0,['Restaurant'],2012-08-31 09:25:05,2012-08-31,Restaurant,True,,,,,[]
347,Eagle's Landing Cafe & Grill,"['3001 River Dr', 'Lawrenceville, GA 30044']",False,107764472102052272227,"[33.888474, -84.061274]",0,0,1,0,0.0,4.0,['American Restaurant'],2012-01-17 02:10:34,2012-01-16,American Restaurant,True,I have been here twice now. The food is fresh and the service is amazing. I work across from this place..I have found my new lunch spot!,2.0,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.75}","['fresh', 'amazing.']",[]
348,Sam Taylor's Bar B-Q,"['435 S Cherry St', 'Denver, CO 80246']",True,111199329511112880492,"[39.708372, -104.933613]",0,0,0,1,0.0,5.0,"['Barbecue Restaurant', 'Caterer', 'Brewpub']",2012-10-12 01:46:13,2012-10-11,Barbecue Restaurant,True,"The crust is very good, and the addition of the nine-story pagoda makes it even more unique.",3.0,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4927}","['good,']",[]
349,Backcountry Pizza & Tap House,"['2319 Arapahoe Ave', 'Boulder, CO 80302']",False,102848093243857746675,"[40.01477, -105.264046]",0,0,1,0,0.0,4.0,"['Pizza Restaurant', 'European Restaurant', 'American Restaurant']",2012-10-14 02:39:34,2012-10-13,Pizza Restaurant,True,Very nice hotel and above all cheap,2.0,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.4754}",['nice'],['cheap']
350,Frank's Steak House,"['2310 Massachusetts Ave', 'Cambridge, MA 02140']",False,102589974846203374707,"[42.395342, -71.128164]",0,0,1,0,0.0,3.0,['Steak House'],2011-04-10 00:00:00,2011-04-09,Steak House,True,,,,,[]
351,Quigley's Restaurant,"['2841 Lenwood Rd', 'Barstow, CA 92311']",True,102548476261368374413,"[34.851111, -117.082788]",0,0,1,0,0.0,4.0,['Restaurant'],2011-10-22 03:30:01,2011-10-21,Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
